academic_year,exam,subject_id,grade,count,percentage,cumulative_low_count,cumulative_low_percentage,cumulative_high_count,cumulative_high_percentage,source_id
114,GSAT,mathematics_b,7,8008,8.38,57327,60.02,46202,48.37,gsat-114-score-distribution
114,GSAT,mathematics_b,8,6651,6.96,63978,66.98,38194,39.98,gsat-114-score-distribution
114,GSAT,mathematics_b,9,6466,6.77,70444,73.75,31543,33.02,gsat-114-score-distribution
114,GSAT,natural_sciences,0,3,0.0,3,0.0,77520,100.0,gsat-114-score-distribution
114,GSAT,natural_sciences,1,9,0.01,12,0.02,77517,100.0,gsat-114-score-distribution
114,GSAT,natural_sciences,10,7764,10.02,46768,60.33,38516,49.69,gsat-114-score-distribution
114,GSAT,natural_sciences,11,8041,10.37,54809,70.7,30752,39.67,gsat-114-score-distribution
114,GSAT,natural_sciences,12,7754,10.0,62563,80.71,22711,29.3,gsat-114-score-distribution
114,GSAT,natural_sciences,13,6971,8.99,69534,89.7,14957,19.29,gsat-114-score-distribution
114,GSAT,natural_sciences,14,5303,6.84,74837,96.54,7986,10.3,gsat-114-score-distribution
114,GSAT,natural_sciences,15,2683,3.46,77520,100.0,2683,3.46,gsat-114-score-distribution
114,GSAT,natural_sciences,2,192,0.25,204,0.26,77508,99.98,gsat-114-score-distribution
114,GSAT,natural_sciences,3,1621,2.09,1825,2.35,77316,99.74,gsat-114-score-distribution
114,GSAT,natural_sciences,4,4006,5.17,5831,7.52,75695,97.65,gsat-114-score-distribution
114,GSAT,natural_sciences,5,5567,7.18,11398,14.7,71689,92.48,gsat-114-score-distribution
114,GSAT,natural_sciences,6,6446,8.32,17844,23.02,66122,85.3,gsat-114-score-distribution
114,GSAT,natural_sciences,7,6671,8.61,24515,31.62,59676,76.98,gsat-114-score-distribution
114,GSAT,natural_sciences,8,7215,9.31,31730,40.93,53005,68.38,gsat-114-score-distribution
114,GSAT,natural_sciences,9,7274,9.38,39004,50.31,45790,59.07,gsat-114-score-distribution
114,GSAT,social_studies,0,6,0.01,6,0.01,93800,100.0,gsat-114-score-distribution
114,GSAT,social_studies,1,6,0.01,12,0.01,93794,99.99,gsat-114-score-distribution
114,GSAT,social_studies,10,13163,14.03,56542,60.28,50421,53.75,gsat-114-score-distribution
114,GSAT,social_studies,11,13777,14.69,70319,74.97,37258,39.72,gsat-114-score-distribution
114,GSAT,social_studies,12,10717,11.43,81036,86.39,23481,25.03,gsat-114-score-distribution
114,GSAT,social_studies,13,7019,7.48,88055,93.88,12764,13.61,gsat-114-score-distribution
114,GSAT,social_studies,14,3983,4.25,92038,98.12,5745,6.12,gsat-114-score-distribution
114,GSAT,social_studies,15,1762,1.88,93800,100.0,1762,1.88,gsat-114-score-distribution
114,GSAT,social_studies,2,38,0.04,50,0.05,93788,99.99,gsat-114-score-distribution
114,GSAT,social_studies,3,493,0.53,543,0.58,93750,99.95,gsat-114-score-distribution
114,GSAT,social_studies,4,1697,1.81,2240,2.39,93257,99.42,gsat-114-score-distribution
114,GSAT,social_studies,5,3363,3.59,5603,5.97,91560,97.61,gsat-114-score-distribution
114,GSAT,social_studies,6,5618,5.99,11221,11.96,88197,94.03,gsat-114-score-distribution
114,GSAT,social_studies,7,7518,8.01,18739,19.98,82579,88.04,gsat-114-score-distribution
114,GSAT,social_studies,8,11259,12.0,29998,31.98,75061,80.02,gsat-114-score-distribution
114,GSAT,social_studies,9,13381,14.27,43379,46.25,63802,68.02,gsat-114-score-distribution
115,GSAT,chinese,0,8,0.01,8,0.01,118026,100.0,gsat-115-score-distribution
115,GSAT,chinese,1,42,0.04,50,0.04,118018,99.99,gsat-115-score-distribution
115,GSAT,chinese,10,19383,16.42,59843,50.7,77566,65.72,gsat-115-score-distribution
115,GSAT,chinese,11,20529,17.39,80372,68.1,58183,49.3,gsat-115-score-distribution
115,GSAT,chinese,12,17378,14.72,97750,82.82,37654,31.9,gsat-115-score-distribution
115,GSAT,chinese,13,11802,10.0,109552,92.82,20276,17.18,gsat-115-score-distribution
115,GSAT,chinese,14,5911,5.01,115463,97.83,8474,7.18,gsat-115-score-distribution
115,GSAT,chinese,15,2563,2.17,118026,100.0,2563,2.17,gsat-115-score-distribution
115,GSAT,chinese,2,575,0.49,625,0.53,117976,99.96,gsat-115-score-distribution
115,GSAT,chinese,3,929,0.79,1554,1.32,117401,99.47,gsat-115-score-distribution
115,GSAT,chinese,4,1222,1.04,2776,2.35,116472,98.68,gsat-115-score-distribution
115,GSAT,chinese,5,2041,1.73,4817,4.08,115250,97.65,gsat-115-score-distribution
115,GSAT,chinese,6,3535,3.0,8352,7.08,113209,95.92,gsat-115-score-distribution
115,GSAT,chinese,7,6202,5.25,14554,12.33,109674,92.92,gsat-115-score-distribution
115,GSAT,chinese,8,10454,8.86,25008,21.19,103472,87.67,gsat-115-score-distribution
115,GSAT,chinese,9,15452,13.09,40460,34.28,93018,78.81,gsat-115-score-distribution
115,GSAT,english,0,7,0.01,7,0.01,118169,100.0,gsat-115-score-distribution
115,GSAT,english,1,233,0.2,240,0.2,118162,99.99,gsat-115-score-distribution
115,GSAT,english,10,9135,7.73,80590,68.2,46714,39.53,gsat-115-score-distribution
115,GSAT,english,11,9554,8.09,90144,76.28,37579,31.8,gsat-115-score-distribution
115,GSAT,english,12,9465,8.01,99609,84.29,28025,23.72,gsat-115-score-distribution
115,GSAT,english,13,8823,7.47,108432,91.76,18560,15.71,gsat-115-score-distribution
115,GSAT,english,14,6476,5.48,114908,97.24,9737,8.24,gsat-115-score-distribution
115,GSAT,english,15,3261,2.76,118169,100.0,3261,2.76,gsat-115-score-distribution
115,GSAT,english,2,4361,3.69,4601,3.89,117929,99.8,gsat-115-score-distribution
115,GSAT,english,3,11565,9.79,16166,13.68,113568,96.11,gsat-115-score-distribution
115,GSAT,english,4,11428,9.67,27594,23.35,102003,86.32,gsat-115-score-distribution
115,GSAT,english,5,9449,8.0,37043,31.35,90575,76.65,gsat-115-score-distribution
115,GSAT,english,6,8682,7.35,45725,38.69,81126,68.65,gsat-115-score-distribution
115,GSAT,english,7,8381,7.09,54106,45.79,72444,61.31,gsat-115-score-distribution
115,GSAT,english,8,8553,7.24,62659,53.02,64063,54.21,gsat-115-score-distribution
115,GSAT,english,9,8796,7.44,71455,60.47,55510,46.98,gsat-115-score-distribution
115,GSAT,mathematics_a,0,20,0.02,20,0.02,90579,100.0,gsat-115-score-distribution
115,GSAT,mathematics_a,1,632,0.7,652,0.72,90559,99.98,gsat-115-score-distribution
115,GSAT,mathematics_a,10,8788,9.7,73514,81.16,25853,28.54,gsat-115-score-distribution
115,GSAT,mathematics_a,11,5644,6.23,79158,87.39,17065,18.84,gsat-115-score-distribution
115,GSAT,mathematics_a,12,5000,5.52,84158,92.91,11421,12.61,gsat-115-score-distribution
115,GSAT,mathematics_a,13,3383,3.73,87541,96.65,6421,7.09,gsat-115-score-distribution
115,GSAT,mathematics_a,14,1926,2.13,89467,98.77,3038,3.35,gsat-115-score-distribution
115,GSAT,mathematics_a,15,1112,1.23,90579,100.0,1112,1.23,gsat-115-score-distribution
115,GSAT,mathematics_a,2,3016,3.33,3668,4.05,89927,99.28,gsat-115-score-distribution
115,GSAT,mathematics_a,3,5786,6.39,9454,10.44,86911,95.95,gsat-115-score-distribution
115,GSAT,mathematics_a,4,6103,6.74,15557,17.18,81125,89.56,gsat-115-score-distribution
115,GSAT,mathematics_a,5,8546,9.43,24103,26.61,75022,82.82,gsat-115-score-distribution
115,GSAT,mathematics_a,6,9949,10.98,34052,37.59,66476,73.39,gsat-115-score-distribution
115,GSAT,mathematics_a,7,11136,12.29,45188,49.89,56527,62.41,gsat-115-score-distribution
115,GSAT,mathematics_a,8,9178,10.13,54366,60.02,45391,50.11,gsat-115-score-distribution
115,GSAT,mathematics_a,9,10360,11.44,64726,71.46,36213,39.98,gsat-115-score-distribution
115,GSAT,mathematics_b,0,162,0.17,162,0.17,97536,100.0,gsat-115-score-distribution
115,GSAT,mathematics_b,1,3365,3.45,3527,3.62,97374,99.83,gsat-115-score-distribution
115,GSAT,mathematics_b,10,6052,6.2,84110,86.23,19478,19.97,gsat-115-score-distribution
115,GSAT,mathematics_b,11,4330,4.44,88440,90.67,13426,13.77,gsat-115-score-distribution
115,GSAT,mathematics_b,12,3294,3.38,91734,94.05,9096,9.33,gsat-115-score-distribution
115,GSAT,mathematics_b,13,2565,2.63,94299,96.68,5802,5.95,gsat-115-score-distribution
115,GSAT,mathematics_b,14,1982,2.03,96281,98.71,3237,3.32,gsat-115-score-distribution
115,GSAT,mathematics_b,15,1255,1.29,97536,100.0,1255,1.29,gsat-115-score-distribution
115,GSAT,mathematics_b,2,9681,9.93,13208,13.54,94009,96.38,gsat-115-score-distribution
115,GSAT,mathematics_b,3,13500,13.84,26708,27.38,84328,86.46,gsat-115-score-distribution
115,GSAT,mathematics_b,4,11420,11.71,38128,39.09,70828,72.62,gsat-115-score-distribution
115,GSAT,mathematics_b,5,10779,11.05,48907,50.14,59408,60.91,gsat-115-score-distribution
115,GSAT,mathematics_b,6,8407,8.62,57314,58.76,48629,49.86,gsat-115-score-distribution
115,GSAT,mathematics_b,7,7637,7.83,64951,66.59,40222,41.24,gsat-115-score-distribution
115,GSAT,mathematics_b,8,6978,7.15,71929,73.75,32585,33.41,gsat-115-score-distribution
115,GSAT,mathematics_b,9,6129,6.28,78058,80.03,25607,26.25,gsat-115-score-distribution
115,GSAT,natural_sciences,0,7,0.01,7,0.01,78382,100.0,gsat-115-score-distribution
115,GSAT,natural_sciences,1,12,0.02,19,0.02,78375,99.99,gsat-115-score-distribution
115,GSAT,natural_sciences,10,8835,11.27,48803,62.26,38414,49.01,gsat-115-score-distribution
115,GSAT,natural_sciences,11,8627,11.01,57430,73.27,29579,37.74,gsat-115-score-distribution
115,GSAT,natural_sciences,12,7896,10.07,65326,83.34,20952,26.73,gsat-115-score-distribution
115,GSAT,natural_sciences,13,6315,8.06,71641,91.4,13056,16.66,gsat-115-score-distribution
115,GSAT,natural_sciences,14,4399,5.61,76040,97.01,6741,8.6,gsat-115-score-distribution
115,GSAT,natural_sciences,15,2342,2.99,78382,100.0,2342,2.99,gsat-115-score-distribution
115,GSAT,natural_sciences,2,395,0.5,414,0.53,78363,99.98,gsat-115-score-distribution
115,GSAT,natural_sciences,3,2462,3.14,2876,3.67,77968,99.47,gsat-115-score-distribution
115,GSAT,natural_sciences,4,4434,5.66,7310,9.33,75506,96.33,gsat-115-score-distribution
115,GSAT,natural_sciences,5,5322,6.79,12632,16.12,71072,90.67,gsat-115-score-distribution
115,GSAT,natural_sciences,6,5847,7.46,18479,23.58,65750,83.88,gsat-115-score-distribution
115,GSAT,natural_sciences,7,6335,8.08,24814,31.66,59903,76.42,gsat-115-score-distribution
115,GSAT,natural_sciences,8,7180,9.16,31994,40.82,53568,68.34,gsat-115-score-distribution
115,GSAT,natural_sciences,9,7974,10.17,39968,50.99,46388,59.18,gsat-115-score-distribution
115,GSAT,social_studies,0,11,0.01,11,0.01,97889,100.0,gsat-115-score-distribution
115,GSAT,social_studies,1,4,0.0,15,0.02,97878,99.99,gsat-115-score-distribution
115,GSAT,social_studies,10,15739,16.08,56613,57.83,57015,58.24,gsat-115-score-distribution
115,GSAT,social_studies,11,14314,14.62,70927,72.46,41276,42.17,gsat-115-score-distribution
115,GSAT,social_studies,12,12700,12.97,83627,85.43,26962,27.54,gsat-115-score-distribution
115,GSAT,social_studies,13,7960,8.13,91587,93.56,14262,14.57,gsat-115-score-distribution
115,GSAT,social_studies,14,4439,4.53,96026,98.1,6302,6.44,gsat-115-score-distribution
115,GSAT,social_studies,15,1863,1.9,97889,100.0,1863,1.9,gsat-115-score-distribution
115,GSAT,social_studies,2,47,0.05,62,0.06,97874,99.98,gsat-115-score-distribution
115,GSAT,social_studies,3,423,0.43,485,0.5,97827,99.94,gsat-115-score-distribution
115,GSAT,social_studies,4,1701,1.74,2186,2.23,97404,99.5,gsat-115-score-distribution
115,GSAT,social_studies,5,3475,3.55,5661,5.78,95703,97.77,gsat-115-score-distribution
115,GSAT,social_studies,6,4516,4.61,10177,10.4,92228,94.22,gsat-115-score-distribution
115,GSAT,social_studies,7,7443,7.6,17620,18.0,87712,89.6,gsat-115-score-distribution
115,GSAT,social_studies,8,10023,10.24,27643,28.24,80269,82.0,gsat-115-score-distribution
115,GSAT,social_studies,9,13231,13.52,40874,41.76,70246,71.76,gsat-115-score-distribution
