academic_year,exam,subject_id,grade,raw_score_lower,raw_score_upper,lower_inclusive,upper_inclusive,source_interval_text,source_id
114,GSAT,social_studies,13,92.27,99.96,False,True,92.27＜X≦ 99.96,gsat-114-score-boundary
114,GSAT,social_studies,14,99.96,107.65,False,True,99.96＜X≦ 107.65,gsat-114-score-boundary
114,GSAT,social_studies,15,107.65,144.0,False,True,107.65＜X≦144.00,gsat-114-score-boundary
114,GSAT,social_studies,2,7.69,15.38,False,True,7.69＜X≦ 15.38,gsat-114-score-boundary
114,GSAT,social_studies,3,15.38,23.07,False,True,15.38＜X≦ 23.07,gsat-114-score-boundary
114,GSAT,social_studies,4,23.07,30.76,False,True,23.07＜X≦ 30.76,gsat-114-score-boundary
114,GSAT,social_studies,5,30.76,38.45,False,True,30.76＜X≦ 38.45,gsat-114-score-boundary
114,GSAT,social_studies,6,38.45,46.14,False,True,38.45＜X≦ 46.14,gsat-114-score-boundary
114,GSAT,social_studies,7,46.14,53.83,False,True,46.14＜X≦ 53.83,gsat-114-score-boundary
114,GSAT,social_studies,8,53.83,61.51,False,True,53.83＜X≦ 61.51,gsat-114-score-boundary
114,GSAT,social_studies,9,61.51,69.2,False,True,61.51＜X≦ 69.20,gsat-114-score-boundary
115,GSAT,chinese,0,0.0,0.0,True,True,X =  0.00,gsat-115-score-boundary
115,GSAT,chinese,1,0.0,5.11,False,True,0.00＜X≦  5.11,gsat-115-score-boundary
115,GSAT,chinese,10,45.95,51.06,False,True,45.95＜X≦ 51.06,gsat-115-score-boundary
115,GSAT,chinese,11,51.06,56.17,False,True,51.06＜X≦ 56.17,gsat-115-score-boundary
115,GSAT,chinese,12,56.17,61.27,False,True,56.17＜X≦ 61.27,gsat-115-score-boundary
115,GSAT,chinese,13,61.27,66.38,False,True,61.27＜X≦ 66.38,gsat-115-score-boundary
115,GSAT,chinese,14,66.38,71.48,False,True,66.38＜X≦ 71.48,gsat-115-score-boundary
115,GSAT,chinese,15,71.48,100.0,False,True,71.48＜X≦100.00,gsat-115-score-boundary
115,GSAT,chinese,2,5.11,10.21,False,True,5.11＜X≦ 10.21,gsat-115-score-boundary
115,GSAT,chinese,3,10.21,15.32,False,True,10.21＜X≦ 15.32,gsat-115-score-boundary
115,GSAT,chinese,4,15.32,20.42,False,True,15.32＜X≦ 20.42,gsat-115-score-boundary
115,GSAT,chinese,5,20.42,25.53,False,True,20.42＜X≦ 25.53,gsat-115-score-boundary
115,GSAT,chinese,6,25.53,30.64,False,True,25.53＜X≦ 30.64,gsat-115-score-boundary
115,GSAT,chinese,7,30.64,35.74,False,True,30.64＜X≦ 35.74,gsat-115-score-boundary
115,GSAT,chinese,8,35.74,40.85,False,True,35.74＜X≦ 40.85,gsat-115-score-boundary
115,GSAT,chinese,9,40.85,45.95,False,True,40.85＜X≦ 45.95,gsat-115-score-boundary
115,GSAT,english,0,0.0,0.0,True,True,X =  0.00,gsat-115-score-boundary
115,GSAT,english,1,0.0,6.1,False,True,0.00＜X≦  6.10,gsat-115-score-boundary
115,GSAT,english,10,54.88,60.97,False,True,54.88＜X≦ 60.97,gsat-115-score-boundary
115,GSAT,english,11,60.97,67.07,False,True,60.97＜X≦ 67.07,gsat-115-score-boundary
115,GSAT,english,12,67.07,73.17,False,True,67.07＜X≦ 73.17,gsat-115-score-boundary
115,GSAT,english,13,73.17,79.27,False,True,73.17＜X≦ 79.27,gsat-115-score-boundary
115,GSAT,english,14,79.27,85.36,False,True,79.27＜X≦ 85.36,gsat-115-score-boundary
115,GSAT,english,15,85.36,100.0,False,True,85.36＜X≦100.00,gsat-115-score-boundary
115,GSAT,english,2,6.1,12.19,False,True,6.10＜X≦ 12.19,gsat-115-score-boundary
115,GSAT,english,3,12.19,18.29,False,True,12.19＜X≦ 18.29,gsat-115-score-boundary
115,GSAT,english,4,18.29,24.39,False,True,18.29＜X≦ 24.39,gsat-115-score-boundary
115,GSAT,english,5,24.39,30.49,False,True,24.39＜X≦ 30.49,gsat-115-score-boundary
115,GSAT,english,6,30.49,36.58,False,True,30.49＜X≦ 36.58,gsat-115-score-boundary
115,GSAT,english,7,36.58,42.68,False,True,36.58＜X≦ 42.68,gsat-115-score-boundary
115,GSAT,english,8,42.68,48.78,False,True,42.68＜X≦ 48.78,gsat-115-score-boundary
115,GSAT,english,9,48.78,54.88,False,True,48.78＜X≦ 54.88,gsat-115-score-boundary
115,GSAT,mathematics_a,0,0.0,0.0,True,True,X =  0.00,gsat-115-score-boundary
115,GSAT,mathematics_a,1,0.0,5.72,False,True,0.00＜X≦  5.72,gsat-115-score-boundary
115,GSAT,mathematics_a,10,51.51,57.23,False,True,51.51＜X≦ 57.23,gsat-115-score-boundary
115,GSAT,mathematics_a,11,57.23,62.96,False,True,57.23＜X≦ 62.96,gsat-115-score-boundary
115,GSAT,mathematics_a,12,62.96,68.68,False,True,62.96＜X≦ 68.68,gsat-115-score-boundary
115,GSAT,mathematics_a,13,68.68,74.4,False,True,68.68＜X≦ 74.40,gsat-115-score-boundary
115,GSAT,mathematics_a,14,74.4,80.13,False,True,74.40＜X≦ 80.13,gsat-115-score-boundary
115,GSAT,mathematics_a,15,80.13,100.0,False,True,80.13＜X≦100.00,gsat-115-score-boundary
115,GSAT,mathematics_a,2,5.72,11.45,False,True,5.72＜X≦ 11.45,gsat-115-score-boundary
115,GSAT,mathematics_a,3,11.45,17.17,False,True,11.45＜X≦ 17.17,gsat-115-score-boundary
115,GSAT,mathematics_a,4,17.17,22.89,False,True,17.17＜X≦ 22.89,gsat-115-score-boundary
115,GSAT,mathematics_a,5,22.89,28.62,False,True,22.89＜X≦ 28.62,gsat-115-score-boundary
115,GSAT,mathematics_a,6,28.62,34.34,False,True,28.62＜X≦ 34.34,gsat-115-score-boundary
115,GSAT,mathematics_a,7,34.34,40.06,False,True,34.34＜X≦ 40.06,gsat-115-score-boundary
115,GSAT,mathematics_a,8,40.06,45.79,False,True,40.06＜X≦ 45.79,gsat-115-score-boundary
115,GSAT,mathematics_a,9,45.79,51.51,False,True,45.79＜X≦ 51.51,gsat-115-score-boundary
115,GSAT,mathematics_b,0,0.0,0.0,True,True,X =  0.00,gsat-115-score-boundary
115,GSAT,mathematics_b,1,0.0,6.21,False,True,0.00＜X≦  6.21,gsat-115-score-boundary
115,GSAT,mathematics_b,10,55.93,62.14,False,True,55.93＜X≦ 62.14,gsat-115-score-boundary
115,GSAT,mathematics_b,11,62.14,68.35,False,True,62.14＜X≦ 68.35,gsat-115-score-boundary
115,GSAT,mathematics_b,12,68.35,74.57,False,True,68.35＜X≦ 74.57,gsat-115-score-boundary
115,GSAT,mathematics_b,13,74.57,80.78,False,True,74.57＜X≦ 80.78,gsat-115-score-boundary
115,GSAT,mathematics_b,14,80.78,87.0,False,True,80.78＜X≦ 87.00,gsat-115-score-boundary
115,GSAT,mathematics_b,15,87.0,100.0,False,True,87.00＜X≦100.00,gsat-115-score-boundary
115,GSAT,mathematics_b,2,6.21,12.43,False,True,6.21＜X≦ 12.43,gsat-115-score-boundary
115,GSAT,mathematics_b,3,12.43,18.64,False,True,12.43＜X≦ 18.64,gsat-115-score-boundary
115,GSAT,mathematics_b,4,18.64,24.86,False,True,18.64＜X≦ 24.86,gsat-115-score-boundary
115,GSAT,mathematics_b,5,24.86,31.07,False,True,24.86＜X≦ 31.07,gsat-115-score-boundary
115,GSAT,mathematics_b,6,31.07,37.28,False,True,31.07＜X≦ 37.28,gsat-115-score-boundary
115,GSAT,mathematics_b,7,37.28,43.5,False,True,37.28＜X≦ 43.50,gsat-115-score-boundary
115,GSAT,mathematics_b,8,43.5,49.71,False,True,43.50＜X≦ 49.71,gsat-115-score-boundary
115,GSAT,mathematics_b,9,49.71,55.93,False,True,49.71＜X≦ 55.93,gsat-115-score-boundary
115,GSAT,natural_sciences,0,0.0,0.0,True,True,X =  0.00,gsat-115-score-boundary
115,GSAT,natural_sciences,1,0.0,7.91,False,True,0.00＜X≦  7.91,gsat-115-score-boundary
115,GSAT,natural_sciences,10,71.15,79.05,False,True,71.15＜X≦ 79.05,gsat-115-score-boundary
115,GSAT,natural_sciences,11,79.05,86.96,False,True,79.05＜X≦ 86.96,gsat-115-score-boundary
115,GSAT,natural_sciences,12,86.96,94.86,False,True,86.96＜X≦ 94.86,gsat-115-score-boundary
115,GSAT,natural_sciences,13,94.86,102.77,False,True,94.86＜X≦ 102.77,gsat-115-score-boundary
115,GSAT,natural_sciences,14,102.77,110.67,False,True,102.77＜X≦ 110.67,gsat-115-score-boundary
115,GSAT,natural_sciences,15,110.67,128.0,False,True,110.67＜X≦128.00,gsat-115-score-boundary
115,GSAT,natural_sciences,2,7.91,15.81,False,True,7.91＜X≦ 15.81,gsat-115-score-boundary
115,GSAT,natural_sciences,3,15.81,23.72,False,True,15.81＜X≦ 23.72,gsat-115-score-boundary
115,GSAT,natural_sciences,4,23.72,31.62,False,True,23.72＜X≦ 31.62,gsat-115-score-boundary
115,GSAT,natural_sciences,5,31.62,39.53,False,True,31.62＜X≦ 39.53,gsat-115-score-boundary
115,GSAT,natural_sciences,6,39.53,47.43,False,True,39.53＜X≦ 47.43,gsat-115-score-boundary
115,GSAT,natural_sciences,7,47.43,55.34,False,True,47.43＜X≦ 55.34,gsat-115-score-boundary
115,GSAT,natural_sciences,8,55.34,63.24,False,True,55.34＜X≦ 63.24,gsat-115-score-boundary
115,GSAT,natural_sciences,9,63.24,71.15,False,True,63.24＜X≦ 71.15,gsat-115-score-boundary
115,GSAT,social_studies,0,0.0,0.0,True,True,X =  0.00,gsat-115-score-boundary
115,GSAT,social_studies,1,0.0,7.8,False,True,0.00＜X≦  7.80,gsat-115-score-boundary
115,GSAT,social_studies,10,70.21,78.01,False,True,70.21＜X≦ 78.01,gsat-115-score-boundary
115,GSAT,social_studies,11,78.01,85.81,False,True,78.01＜X≦ 85.81,gsat-115-score-boundary
115,GSAT,social_studies,12,85.81,93.62,False,True,85.81＜X≦ 93.62,gsat-115-score-boundary
115,GSAT,social_studies,13,93.62,101.42,False,True,93.62＜X≦ 101.42,gsat-115-score-boundary
115,GSAT,social_studies,14,101.42,109.22,False,True,101.42＜X≦ 109.22,gsat-115-score-boundary
115,GSAT,social_studies,15,109.22,144.0,False,True,109.22＜X≦144.00,gsat-115-score-boundary
115,GSAT,social_studies,2,7.8,15.6,False,True,7.80＜X≦ 15.60,gsat-115-score-boundary
115,GSAT,social_studies,3,15.6,23.4,False,True,15.60＜X≦ 23.40,gsat-115-score-boundary
115,GSAT,social_studies,4,23.4,31.21,False,True,23.40＜X≦ 31.21,gsat-115-score-boundary
115,GSAT,social_studies,5,31.21,39.01,False,True,31.21＜X≦ 39.01,gsat-115-score-boundary
115,GSAT,social_studies,6,39.01,46.81,False,True,39.01＜X≦ 46.81,gsat-115-score-boundary
115,GSAT,social_studies,7,46.81,54.61,False,True,46.81＜X≦ 54.61,gsat-115-score-boundary
115,GSAT,social_studies,8,54.61,62.41,False,True,54.61＜X≦ 62.41,gsat-115-score-boundary
115,GSAT,social_studies,9,62.41,70.21,False,True,62.41＜X≦ 70.21,gsat-115-score-boundary
